id;uf_destino;cidade;macro_regiao;dfiscal;origem;uf_origem;ID cidade;distancia_txt;dist_value;duracao_txt;duracao_value;status
11501;BA;RIBEIRA DO POMBAL;NORDESTE BAIANO;BA 2926608;GOVERNADOR VALADARES;MG;BA 2926608/GOVERNADOR VALADARES;1.110 km;1110039;16 horas 3 minutos;57781;OK
11502;BA;ARACI;NORDESTE BAIANO;BA 2902104;GOVERNADOR VALADARES;MG;BA 2902104/GOVERNADOR VALADARES;1.031 km;1031208;14 horas 54 minutos;53650;OK
11503;BA;BARROCAS;NORDESTE BAIANO;BA 2903276;GOVERNADOR VALADARES;MG;BA 2903276/GOVERNADOR VALADARES;1.014 km;1014500;14 horas 49 minutos;53366;OK
11504;BA;BIRITINGA;NORDESTE BAIANO;BA 2903607;GOVERNADOR VALADARES;MG;BA 2903607/GOVERNADOR VALADARES;1.017 km;1016579;14 horas 44 minutos;53038;OK
11505;BA;CANDEAL;NORDESTE BAIANO;BA 2906402;GOVERNADOR VALADARES;MG;BA 2906402/GOVERNADOR VALADARES;987 km;986931;14 horas 13 minutos;51167;OK
11506;BA;CAPELA DO ALTO ALEGRE;NORDESTE BAIANO;BA 2906857;GOVERNADOR VALADARES;MG;BA 2906857/GOVERNADOR VALADARES;1.026 km;1026307;14 horas 24 minutos;51825;OK
11507;BA;CONCEIÇAO DO COITÉ;NORDESTE BAIANO;BA 2908408;GOVERNADOR VALADARES;MG;BA 2908408/GOVERNADOR VALADARES;1.007 km;1006545;14 horas 39 minutos;52741;OK
11508;BA;GAVIAO;NORDESTE BAIANO;BA 2911253;GOVERNADOR VALADARES;MG;BA 2911253/GOVERNADOR VALADARES;1.018 km;1018458;14 horas 37 minutos;52614;OK
11509;BA;ICHU;NORDESTE BAIANO;BA 2913309;GOVERNADOR VALADARES;MG;BA 2913309/GOVERNADOR VALADARES;997 km;997094;14 horas 17 minutos;51435;OK
11510;BA;LAMARAO;NORDESTE BAIANO;BA 2919108;GOVERNADOR VALADARES;MG;BA 2919108/GOVERNADOR VALADARES;988 km;987913;14 horas 11 minutos;51089;OK
11511;BA;NOVA FÁTIMA;NORDESTE BAIANO;BA 2922730;GOVERNADOR VALADARES;MG;BA 2922730/GOVERNADOR VALADARES;1.008 km;1008411;14 horas 34 minutos;52423;OK
11512;BA;PÉ DE SERRA;NORDESTE BAIANO;BA 2924058;GOVERNADOR VALADARES;MG;BA 2924058/GOVERNADOR VALADARES;1.004 km;1003912;14 horas 35 minutos;52496;OK
11513;BA;RETIROLÂNDIA;NORDESTE BAIANO;BA 2926103;GOVERNADOR VALADARES;MG;BA 2926103/GOVERNADOR VALADARES;1.021 km;1020915;14 horas 52 minutos;53549;OK
11514;BA;RIACHAO DO JACUÍPE;NORDESTE BAIANO;BA 2926301;GOVERNADOR VALADARES;MG;BA 2926301/GOVERNADOR VALADARES;974 km;974449;14 horas 7 minutos;50822;OK
11515;BA;SANTALUZ;NORDESTE BAIANO;BA 2928000;GOVERNADOR VALADARES;MG;BA 2928000/GOVERNADOR VALADARES;1.080 km;1079710;15 horas 42 minutos;56544;OK
11516;BA;SAO DOMINGOS;NORDESTE BAIANO;BA 2928950;GOVERNADOR VALADARES;MG;BA 2928950/GOVERNADOR VALADARES;1.033 km;1033282;14 horas 51 minutos;53458;OK
11517;BA;SERRINHA;NORDESTE BAIANO;BA 2930501;GOVERNADOR VALADARES;MG;BA 2930501/GOVERNADOR VALADARES;995 km;995197;14 horas 24 minutos;51823;OK
11518;BA;TEOFILÂNDIA;NORDESTE BAIANO;BA 2931509;GOVERNADOR VALADARES;MG;BA 2931509/GOVERNADOR VALADARES;1.019 km;1018610;14 horas 48 minutos;53292;OK
11519;BA;VALENTE;NORDESTE BAIANO;BA 2933000;GOVERNADOR VALADARES;MG;BA 2933000/GOVERNADOR VALADARES;1.044 km;1043513;15 horas 4 minutos;54243;OK
11520;BA;ACAJUTIBA;NORDESTE BAIANO;BA 2900306;GOVERNADOR VALADARES;MG;BA 2900306/GOVERNADOR VALADARES;1.101 km;1100676;15 horas 37 minutos;56198;OK
11521;BA;ALAGOINHAS;NORDESTE BAIANO;BA 2900702;GOVERNADOR VALADARES;MG;BA 2900702/GOVERNADOR VALADARES;1.006 km;1006271;14 horas 14 minutos;51258;OK
11522;BA;APORÁ;NORDESTE BAIANO;BA 2901908;GOVERNADOR VALADARES;MG;BA 2901908/GOVERNADOR VALADARES;1.090 km;1090214;15 horas 27 minutos;55604;OK
11523;BA;ARAÇAS;NORDESTE BAIANO;BA 2902054;GOVERNADOR VALADARES;MG;BA 2902054/GOVERNADOR VALADARES;1.032 km;1031685;14 horas 33 minutos;52351;OK
11524;BA;ARAMARI;NORDESTE BAIANO;BA 2902203;GOVERNADOR VALADARES;MG;BA 2902203/GOVERNADOR VALADARES;1.010 km;1009693;14 horas 38 minutos;52659;OK
11525;BA;CRISÓPOLIS;NORDESTE BAIANO;BA 2909604;GOVERNADOR VALADARES;MG;BA 2909604/GOVERNADOR VALADARES;1.095 km;1095397;15 horas 42 minutos;56514;OK
11526;BA;INHAMBUPE;NORDESTE BAIANO;BA 2913705;GOVERNADOR VALADARES;MG;BA 2913705/GOVERNADOR VALADARES;1.051 km;1051016;14 horas 48 minutos;53257;OK
11527;BA;RIO REAL;NORDESTE BAIANO;BA 2927002;GOVERNADOR VALADARES;MG;BA 2927002/GOVERNADOR VALADARES;1.116 km;1116413;15 horas 45 minutos;56677;OK
11528;BA;SÁTIRO DIAS;NORDESTE BAIANO;BA 2929701;GOVERNADOR VALADARES;MG;BA 2929701/GOVERNADOR VALADARES;1.043 km;1043349;15 horas 10 minutos;54576;OK
11529;BA;CARDEAL DA SILVA;NORDESTE BAIANO;BA 2907004;GOVERNADOR VALADARES;MG;BA 2907004/GOVERNADOR VALADARES;1.078 km;1077878;15 horas 25 minutos;55485;OK
11530;BA;CONDE;NORDESTE BAIANO;BA 2908606;GOVERNADOR VALADARES;MG;BA 2908606/GOVERNADOR VALADARES;1.113 km;1112784;15 horas 42 minutos;56490;OK
11531;BA;ENTRE RIOS;NORDESTE BAIANO;BA 2910503;GOVERNADOR VALADARES;MG;BA 2910503/GOVERNADOR VALADARES;1.053 km;1053034;14 horas 50 minutos;53418;OK
11532;BA;ESPLANADA;NORDESTE BAIANO;BA 2910602;GOVERNADOR VALADARES;MG;BA 2910602/GOVERNADOR VALADARES;1.076 km;1076220;15 horas 7 minutos;54421;OK
11533;BA;JANDAÍRA;NORDESTE BAIANO;BA 2917904;GOVERNADOR VALADARES;MG;BA 2917904/GOVERNADOR VALADARES;1.141 km;1140822;16 horas 9 minutos;58164;OK
11534;BA;AMÉLIA RODRIGUES;METROP. DE SALVADOR;BA 2901106;GOVERNADOR VALADARES;MG;BA 2901106/GOVERNADOR VALADARES;957 km;956806;13 horas 29 minutos;48555;OK
11535;BA;CATU;METROP. DE SALVADOR;BA 2907509;GOVERNADOR VALADARES;MG;BA 2907509/GOVERNADOR VALADARES;1.030 km;1029915;14 horas 31 minutos;52234;OK
11536;BA;ITANAGRA;METROP. DE SALVADOR;BA 2915908;GOVERNADOR VALADARES;MG;BA 2915908/GOVERNADOR VALADARES;1.057 km;1057212;14 horas 59 minutos;53968;OK
11537;BA;MATA DE SAO JOAO;METROP. DE SALVADOR;BA 2921005;GOVERNADOR VALADARES;MG;BA 2921005/GOVERNADOR VALADARES;1.038 km;1038399;14 horas 34 minutos;52431;OK
11538;BA;POJUCA;METROP. DE SALVADOR;BA 2925204;GOVERNADOR VALADARES;MG;BA 2925204/GOVERNADOR VALADARES;1.037 km;1037174;14 horas 38 minutos;52652;OK
11539;BA;SAO SEBASTIAO DO PASSÉ;METROP. DE SALVADOR;BA 2929503;GOVERNADOR VALADARES;MG;BA 2929503/GOVERNADOR VALADARES;990 km;989975;14 horas 9 minutos;50937;OK
11540;BA;TERRA NOVA;METROP. DE SALVADOR;BA 2931707;GOVERNADOR VALADARES;MG;BA 2931707/GOVERNADOR VALADARES;987 km;987047;13 horas 53 minutos;49995;OK
11541;BA;ARATUÍPE;METROP. DE SALVADOR;BA 2902302;GOVERNADOR VALADARES;MG;BA 2902302/GOVERNADOR VALADARES;904 km;904308;13 horas 10 minutos;47375;OK
11542;BA;CABACEIRAS DO PARAGUAÇU;METROP. DE SALVADOR;BA 2904852;GOVERNADOR VALADARES;MG;BA 2904852/GOVERNADOR VALADARES;900 km;900283;13 horas 14 minutos;47613;OK
11543;BA;CACHOEIRA;METROP. DE SALVADOR;BA 2904902;GOVERNADOR VALADARES;MG;BA 2904902/GOVERNADOR VALADARES;949 km;949068;14 horas 9 minutos;50936;OK
11544;BA;CASTRO ALVES;METROP. DE SALVADOR;BA 2907301;GOVERNADOR VALADARES;MG;BA 2907301/GOVERNADOR VALADARES;863 km;862874;12 horas 19 minutos;44315;OK
11545;BA;CONCEIÇAO DO ALMEIDA;METROP. DE SALVADOR;BA 2908309;GOVERNADOR VALADARES;MG;BA 2908309/GOVERNADOR VALADARES;873 km;873378;12 horas 37 minutos;45417;OK
11546;BA;CRUZ DAS ALMAS;METROP. DE SALVADOR;BA 2909802;GOVERNADOR VALADARES;MG;BA 2909802/GOVERNADOR VALADARES;908 km;907926;13 horas 11 minutos;47451;OK
11547;BA;DOM MACEDO COSTA;METROP. DE SALVADOR;BA 2910206;GOVERNADOR VALADARES;MG;BA 2910206/GOVERNADOR VALADARES;882 km;881694;12 horas 45 minutos;45883;OK
11548;BA;GOVERNADOR MANGABEIRA;METROP. DE SALVADOR;BA 2911600;GOVERNADOR VALADARES;MG;BA 2911600/GOVERNADOR VALADARES;918 km;917847;13 horas 15 minutos;47724;OK
11549;BA;JAGUARIPE;METROP. DE SALVADOR;BA 2917805;GOVERNADOR VALADARES;MG;BA 2917805/GOVERNADOR VALADARES;;;;;ZERO_RESULTS
11550;BA;MARAGOGIPE;METROP. DE SALVADOR;BA 2920601;GOVERNADOR VALADARES;MG;BA 2920601/GOVERNADOR VALADARES;;;;;ZERO_RESULTS
11551;BA;MUNIZ FERREIRA;METROP. DE SALVADOR;BA 2922201;GOVERNADOR VALADARES;MG;BA 2922201/GOVERNADOR VALADARES;889 km;889215;12 horas 52 minutos;46307;OK
11552;BA;MURITIBA;METROP. DE SALVADOR;BA 2922300;GOVERNADOR VALADARES;MG;BA 2922300/GOVERNADOR VALADARES;926 km;926008;13 horas 31 minutos;48652;OK
11553;BA;NAZARÉ;METROP. DE SALVADOR;BA 2922508;GOVERNADOR VALADARES;MG;BA 2922508/GOVERNADOR VALADARES;900 km;900463;13 horas 6 minutos;47187;OK
11554;BA;SALINAS DA MARGARIDA;METROP. DE SALVADOR;BA 2927309;GOVERNADOR VALADARES;MG;BA 2927309/GOVERNADOR VALADARES;940 km;940068;13 horas 36 minutos;48945;OK
11555;BA;SANTO AMARO;METROP. DE SALVADOR;BA 2928604;GOVERNADOR VALADARES;MG;BA 2928604/GOVERNADOR VALADARES;992 km;991691;14 horas 2 minutos;50516;OK
11556;BA;SANTO ANTÔNIO DE JESUS;METROP. DE SALVADOR;BA 2928703;GOVERNADOR VALADARES;MG;BA 2928703/GOVERNADOR VALADARES;865 km;865056;12 horas 33 minutos;45193;OK
11557;BA;SAO FÉLIX;METROP. DE SALVADOR;BA 2929008;GOVERNADOR VALADARES;MG;BA 2929008/GOVERNADOR VALADARES;926 km;926388;13 horas 27 minutos;48399;OK
11558;BA;SAO FELIPE;METROP. DE SALVADOR;BA 2929107;GOVERNADOR VALADARES;MG;BA 2929107/GOVERNADOR VALADARES;910 km;910182;13 horas 22 minutos;48109;OK
11559;BA;SAPEAÇU;METROP. DE SALVADOR;BA 2929602;GOVERNADOR VALADARES;MG;BA 2929602/GOVERNADOR VALADARES;896 km;896458;13 horas 2 minutos;46897;OK
11560;BA;SAUBARA;METROP. DE SALVADOR;BA 2929750;GOVERNADOR VALADARES;MG;BA 2929750/GOVERNADOR VALADARES;987 km;986889;14 horas 44 minutos;53013;OK
11561;BA;VARZEDO;METROP. DE SALVADOR;BA 2933174;GOVERNADOR VALADARES;MG;BA 2933174/GOVERNADOR VALADARES;873 km;873055;12 horas 34 minutos;45266;OK
11562;BA;CAMAÇARI;METROP. DE SALVADOR;BA 2905701;GOVERNADOR VALADARES;MG;BA 2905701/GOVERNADOR VALADARES;1.024 km;1024315;14 horas 22 minutos;51740;OK
11563;BA;CANDEIAS;METROP. DE SALVADOR;BA 2906501;GOVERNADOR VALADARES;MG;BA 2906501/GOVERNADOR VALADARES;1.003 km;1002811;14 horas 5 minutos;50713;OK
11564;BA;DIAS D'ÁVILA;METROP. DE SALVADOR;BA 2910057;GOVERNADOR VALADARES;MG;BA 2910057/GOVERNADOR VALADARES;1.032 km;1031792;14 horas 29 minutos;52111;OK
11565;BA;ITAPARICA;METROP. DE SALVADOR;BA 2916104;GOVERNADOR VALADARES;MG;BA 2916104/GOVERNADOR VALADARES;964 km;963914;14 horas 2 minutos;50514;OK
11566;BA;LAURO DE FREITAS;METROP. DE SALVADOR;BA 2919207;GOVERNADOR VALADARES;MG;BA 2919207/GOVERNADOR VALADARES;1.040 km;1040221;14 horas 33 minutos;52372;OK
11567;BA;MADRE DE DEUS;METROP. DE SALVADOR;BA 2919926;GOVERNADOR VALADARES;MG;BA 2919926/GOVERNADOR VALADARES;1.013 km;1013226;14 horas 21 minutos;51651;OK
11568;BA;SALVADOR;METROP. DE SALVADOR;BA 2927408;GOVERNADOR VALADARES;MG;BA 2927408/GOVERNADOR VALADARES;1.043 km;1043058;14 horas 33 minutos;52359;OK
11569;BA;SAO FRANCISCO DO CONDE;METROP. DE SALVADOR;BA 2929206;GOVERNADOR VALADARES;MG;BA 2929206/GOVERNADOR VALADARES;1.000 km;1000029;14 horas 1 minuto;50472;OK
11570;BA;SIMOES FILHO;METROP. DE SALVADOR;BA 2930709;GOVERNADOR VALADARES;MG;BA 2930709/GOVERNADOR VALADARES;1.012 km;1012109;14 horas 5 minutos;50676;OK
11571;BA;VERA CRUZ;METROP. DE SALVADOR;BA 2933208;GOVERNADOR VALADARES;MG;BA 2933208/GOVERNADOR VALADARES;947 km;946752;13 horas 48 minutos;49655;OK
11572;BA;BOQUIRA;CENTRO SUL BAIANO;BA 2904100;GOVERNADOR VALADARES;MG;BA 2904100/GOVERNADOR VALADARES;890 km;890433;12 horas 17 minutos;44219;OK
11573;BA;BOTUPORA;CENTRO SUL BAIANO;BA 2904209;GOVERNADOR VALADARES;MG;BA 2904209/GOVERNADOR VALADARES;834 km;833885;11 horas 22 minutos;40937;OK
11574;BA;BROTAS DE MACAÚBAS;CENTRO SUL BAIANO;BA 2904506;GOVERNADOR VALADARES;MG;BA 2904506/GOVERNADOR VALADARES;1.000 km;999514;13 horas 28 minutos;48498;OK
11575;BA;CATURAMA;CENTRO SUL BAIANO;BA 2907558;GOVERNADOR VALADARES;MG;BA 2907558/GOVERNADOR VALADARES;818 km;817621;11 horas 18 minutos;40679;OK
11576;BA;IBIPITANGA;CENTRO SUL BAIANO;BA 2912509;GOVERNADOR VALADARES;MG;BA 2912509/GOVERNADOR VALADARES;892 km;892484;12 horas 19 minutos;44341;OK
11577;BA;IBITIARA;CENTRO SUL BAIANO;BA 2913002;GOVERNADOR VALADARES;MG;BA 2913002/GOVERNADOR VALADARES;922 km;922431;12 horas 44 minutos;45849;OK
11578;BA;IPUPIARA;CENTRO SUL BAIANO;BA 2914109;GOVERNADOR VALADARES;MG;BA 2914109/GOVERNADOR VALADARES;1.041 km;1041225;13 horas 54 minutos;50047;OK
11579;BA;MACAÚBAS;CENTRO SUL BAIANO;BA 2919801;GOVERNADOR VALADARES;MG;BA 2919801/GOVERNADOR VALADARES;875 km;875366;12 horas 6 minutos;43581;OK
11580;BA;NOVO HORIZONTE;CENTRO SUL BAIANO;BA 2923035;GOVERNADOR VALADARES;MG;BA 2923035/GOVERNADOR VALADARES;892 km;892456;12 horas 38 minutos;45470;OK
11581;BA;OLIVEIRA DOS BREJINHOS;CENTRO SUL BAIANO;BA 2923209;GOVERNADOR VALADARES;MG;BA 2923209/GOVERNADOR VALADARES;952 km;952119;12 horas 37 minutos;45440;OK
11582;BA;TANQUE NOVO;CENTRO SUL BAIANO;BA 2931053;GOVERNADOR VALADARES;MG;BA 2931053/GOVERNADOR VALADARES;833 km;833188;11 horas 25 minutos;41128;OK
11583;BA;ABAÍRA;CENTRO SUL BAIANO;BA 2900108;GOVERNADOR VALADARES;MG;BA 2900108/GOVERNADOR VALADARES;827 km;827370;11 horas 28 minutos;41265;OK
11584;BA;ANDARAÍ;CENTRO SUL BAIANO;BA 2901304;GOVERNADOR VALADARES;MG;BA 2901304/GOVERNADOR VALADARES;833 km;832927;11 horas 30 minutos;41407;OK
11585;BA;BARRA DA ESTIVA;CENTRO SUL BAIANO;BA 2902807;GOVERNADOR VALADARES;MG;BA 2902807/GOVERNADOR VALADARES;709 km;708591;10 horas 0 minutos;35991;OK
11586;BA;BONINAL;CENTRO SUL BAIANO;BA 2904001;GOVERNADOR VALADARES;MG;BA 2904001/GOVERNADOR VALADARES;822 km;822215;11 horas 20 minutos;40787;OK
11587;BA;BONITO;CENTRO SUL BAIANO;BA 2904050;GOVERNADOR VALADARES;MG;BA 2904050/GOVERNADOR VALADARES;961 km;960843;13 horas 13 minutos;47575;OK
11588;BA;CONTENDAS DO SINCORÁ;CENTRO SUL BAIANO;BA 2908804;GOVERNADOR VALADARES;MG;BA 2908804/GOVERNADOR VALADARES;669 km;669371;8 horas 55 minutos;32104;OK
11589;BA;IBICOARA;CENTRO SUL BAIANO;BA 2912202;GOVERNADOR VALADARES;MG;BA 2912202/GOVERNADOR VALADARES;740 km;740270;10 horas 20 minutos;37204;OK
11590;BA;ITAETÉ;CENTRO SUL BAIANO;BA 2915007;GOVERNADOR VALADARES;MG;BA 2915007/GOVERNADOR VALADARES;792 km;791504;11 horas 2 minutos;39690;OK
11591;BA;JUSSIAPE;CENTRO SUL BAIANO;BA 2918605;GOVERNADOR VALADARES;MG;BA 2918605/GOVERNADOR VALADARES;780 km;780209;10 horas 51 minutos;39038;OK
11592;BA;LENÇÓIS;CENTRO SUL BAIANO;BA 2919306;GOVERNADOR VALADARES;MG;BA 2919306/GOVERNADOR VALADARES;930 km;930436;12 horas 47 minutos;46044;OK
11593;BA;MUCUGE;CENTRO SUL BAIANO;BA 2921906;GOVERNADOR VALADARES;MG;BA 2921906/GOVERNADOR VALADARES;783 km;783480;10 horas 46 minutos;38765;OK
11594;BA;NOVA REDENÇAO;CENTRO SUL BAIANO;BA 2922854;GOVERNADOR VALADARES;MG;BA 2922854/GOVERNADOR VALADARES;822 km;822398;11 horas 33 minutos;41585;OK
11595;BA;PALMEIRAS;CENTRO SUL BAIANO;BA 2923506;GOVERNADOR VALADARES;MG;BA 2923506/GOVERNADOR VALADARES;839 km;838949;12 horas 24 minutos;44627;OK
11596;BA;PIATA;CENTRO SUL BAIANO;BA 2924306;GOVERNADOR VALADARES;MG;BA 2924306/GOVERNADOR VALADARES;839 km;839297;11 horas 36 minutos;41772;OK
11597;BA;RIO DE CONTAS;CENTRO SUL BAIANO;BA 2926707;GOVERNADOR VALADARES;MG;BA 2926707/GOVERNADOR VALADARES;737 km;737250;10 horas 14 minutos;36810;OK
11598;BA;SEABRA;CENTRO SUL BAIANO;BA 2929909;GOVERNADOR VALADARES;MG;BA 2929909/GOVERNADOR VALADARES;884 km;884177;12 horas 15 minutos;44109;OK
11599;BA;UTINGA;CENTRO SUL BAIANO;BA 2932804;GOVERNADOR VALADARES;MG;BA 2932804/GOVERNADOR VALADARES;935 km;934730;12 horas 48 minutos;46092;OK
11600;BA;WAGNER;CENTRO SUL BAIANO;BA 2933406;GOVERNADOR VALADARES;MG;BA 2933406/GOVERNADOR VALADARES;912 km;912212;12 horas 30 minutos;45013;OK
11601;BA;AIQUARA;CENTRO SUL BAIANO;BA 2900603;GOVERNADOR VALADARES;MG;BA 2900603/GOVERNADOR VALADARES;725 km;725180;10 horas 23 minutos;37409;OK
11602;BA;AMARGOSA;CENTRO SUL BAIANO;BA 2901007;GOVERNADOR VALADARES;MG;BA 2901007/GOVERNADOR VALADARES;841 km;840557;11 horas 56 minutos;42945;OK
11603;BA;APUAREMA;CENTRO SUL BAIANO;BA 2901957;GOVERNADOR VALADARES;MG;BA 2901957/GOVERNADOR VALADARES;741 km;741231;10 horas 34 minutos;38051;OK
11604;BA;BREJOES;CENTRO SUL BAIANO;BA 2904308;GOVERNADOR VALADARES;MG;BA 2904308/GOVERNADOR VALADARES;796 km;796451;11 horas 24 minutos;41024;OK
11605;BA;CRAVOLÂNDIA;CENTRO SUL BAIANO;BA 2909505;GOVERNADOR VALADARES;MG;BA 2909505/GOVERNADOR VALADARES;763 km;762914;10 horas 58 minutos;39473;OK
11606;BA;IRAJUBA;CENTRO SUL BAIANO;BA 2914208;GOVERNADOR VALADARES;MG;BA 2914208/GOVERNADOR VALADARES;751 km;751056;10 horas 33 minutos;37983;OK
11607;BA;IRAMAIA;CENTRO SUL BAIANO;BA 2914307;GOVERNADOR VALADARES;MG;BA 2914307/GOVERNADOR VALADARES;763 km;763450;10 horas 26 minutos;37577;OK
11608;BA;ITAGI;CENTRO SUL BAIANO;BA 2915106;GOVERNADOR VALADARES;MG;BA 2915106/GOVERNADOR VALADARES;701 km;700596;10 horas 1 minuto;36077;OK
11609;BA;ITAQUARA;CENTRO SUL BAIANO;BA 2916708;GOVERNADOR VALADARES;MG;BA 2916708/GOVERNADOR VALADARES;747 km;746902;10 horas 40 minutos;38377;OK
11610;BA;ITIRUÇU;CENTRO SUL BAIANO;BA 2916906;GOVERNADOR VALADARES;MG;BA 2916906/GOVERNADOR VALADARES;737 km;737207;10 horas 32 minutos;37925;OK
11611;BA;JAGUAQUARA;CENTRO SUL BAIANO;BA 2917607;GOVERNADOR VALADARES;MG;BA 2917607/GOVERNADOR VALADARES;728 km;728092;10 horas 19 minutos;37160;OK
11612;BA;JEQUIÉ;CENTRO SUL BAIANO;BA 2918001;GOVERNADOR VALADARES;MG;BA 2918001/GOVERNADOR VALADARES;680 km;679863;9 horas 40 minutos;34773;OK
11613;BA;JIQUIRIÇÁ;CENTRO SUL BAIANO;BA 2918209;GOVERNADOR VALADARES;MG;BA 2918209/GOVERNADOR VALADARES;810 km;810407;11 horas 48 minutos;42462;OK
11614;BA;JITAÚNA;CENTRO SUL BAIANO;BA 2918308;GOVERNADOR VALADARES;MG;BA 2918308/GOVERNADOR VALADARES;718 km;717630;10 horas 24 minutos;37445;OK
11615;BA;LAFAIETE COUTINHO;CENTRO SUL BAIANO;BA 2918704;GOVERNADOR VALADARES;MG;BA 2918704/GOVERNADOR VALADARES;712 km;712434;10 horas 6 minutos;36361;OK
11616;BA;LAJE;CENTRO SUL BAIANO;BA 2918803;GOVERNADOR VALADARES;MG;BA 2918803/GOVERNADOR VALADARES;833 km;833219;11 horas 57 minutos;43023;OK
11617;BA;LAJEDO DO TABOCAL;CENTRO SUL BAIANO;BA 2919058;GOVERNADOR VALADARES;MG;BA 2919058/GOVERNADOR VALADARES;781 km;781257;10 horas 23 minutos;37376;OK
11618;BA;MARACÁS;CENTRO SUL BAIANO;BA 2920502;GOVERNADOR VALADARES;MG;BA 2920502/GOVERNADOR VALADARES;763 km;762677;10 horas 7 minutos;36429;OK
11619;BA;MARCIONÍLIO SOUZA;CENTRO SUL BAIANO;BA 2920809;GOVERNADOR VALADARES;MG;BA 2920809/GOVERNADOR VALADARES;840 km;839585;11 horas 37 minutos;41790;OK
11620;BA;MILAGRES;CENTRO SUL BAIANO;BA 2921302;GOVERNADOR VALADARES;MG;BA 2921302/GOVERNADOR VALADARES;804 km;804487;11 horas 23 minutos;40960;OK
11621;BA;MUTUÍPE;CENTRO SUL BAIANO;BA 2922409;GOVERNADOR VALADARES;MG;BA 2922409/GOVERNADOR VALADARES;810 km;810224;11 horas 33 minutos;41608;OK
11622;BA;NOVA ITARANA;CENTRO SUL BAIANO;BA 2922805;GOVERNADOR VALADARES;MG;BA 2922805/GOVERNADOR VALADARES;781 km;780893;11 horas 2 minutos;39694;OK
11623;BA;PLANALTINO;CENTRO SUL BAIANO;BA 2924900;GOVERNADOR VALADARES;MG;BA 2924900/GOVERNADOR VALADARES;810 km;809587;10 horas 40 minutos;38395;OK
11624;BA;SANTA INES;CENTRO SUL BAIANO;BA 2927903;GOVERNADOR VALADARES;MG;BA 2927903/GOVERNADOR VALADARES;762 km;762356;10 horas 49 minutos;38911;OK
11625;BA;SAO MIGUEL DAS MATAS;CENTRO SUL BAIANO;BA 2929404;GOVERNADOR VALADARES;MG;BA 2929404/GOVERNADOR VALADARES;843 km;842712;12 horas 24 minutos;44612;OK
11626;BA;UBAÍRA;CENTRO SUL BAIANO;BA 2932101;GOVERNADOR VALADARES;MG;BA 2932101/GOVERNADOR VALADARES;788 km;787549;11 horas 9 minutos;40121;OK
11627;BA;ÉRICO CARDOSO;CENTRO SUL BAIANO;BA 2900504;GOVERNADOR VALADARES;MG;BA 2900504/GOVERNADOR VALADARES;817 km;816719;11 horas 36 minutos;41736;OK
11628;BA;DOM BASÍLIO;CENTRO SUL BAIANO;BA 2910107;GOVERNADOR VALADARES;MG;BA 2910107/GOVERNADOR VALADARES;699 km;698546;9 horas 27 minutos;34002;OK
11629;BA;LIVRAMENTO DE NOSSA SENHORA;CENTRO SUL BAIANO;BA 2919504;GOVERNADOR VALADARES;MG;BA 2919504/GOVERNADOR VALADARES;725 km;725493;9 horas 54 minutos;35662;OK
11630;BA;PARAMIRIM;CENTRO SUL BAIANO;BA 2923605;GOVERNADOR VALADARES;MG;BA 2923605/GOVERNADOR VALADARES;786 km;785915;10 horas 50 minutos;39009;OK
11631;BA;RIO DO PIRES;CENTRO SUL BAIANO;BA 2926905;GOVERNADOR VALADARES;MG;BA 2926905/GOVERNADOR VALADARES;873 km;872895;12 horas 1 minuto;43263;OK
11632;BA;CACULÉ;CENTRO SUL BAIANO;BA 2905008;GOVERNADOR VALADARES;MG;BA 2905008/GOVERNADOR VALADARES;659 km;658904;9 horas 13 minutos;33194;OK
11633;BA;CAETITÉ;CENTRO SUL BAIANO;BA 2905206;GOVERNADOR VALADARES;MG;BA 2905206/GOVERNADOR VALADARES;757 km;756863;10 horas 11 minutos;36648;OK
11634;BA;CANDIBA;CENTRO SUL BAIANO;BA 2906600;GOVERNADOR VALADARES;MG;BA 2906600/GOVERNADOR VALADARES;746 km;746119;10 horas 41 minutos;38489;OK
11635;BA;GUANAMBI;CENTRO SUL BAIANO;BA 2911709;GOVERNADOR VALADARES;MG;BA 2911709/GOVERNADOR VALADARES;797 km;797248;10 horas 50 minutos;38971;OK
11636;BA;IBIASSUCE;CENTRO SUL BAIANO;BA 2912004;GOVERNADOR VALADARES;MG;BA 2912004/GOVERNADOR VALADARES;689 km;688602;9 horas 49 minutos;35355;OK
11637;BA;IGAPORA;CENTRO SUL BAIANO;BA 2913408;GOVERNADOR VALADARES;MG;BA 2913408/GOVERNADOR VALADARES;820 km;820334;11 horas 17 minutos;40626;OK
11638;BA;IUIÚ;CENTRO SUL BAIANO;BA 2917334;GOVERNADOR VALADARES;MG;BA 2917334/GOVERNADOR VALADARES;918 km;918093;12 horas 29 minutos;44914;OK
11639;BA;JACARACI;CENTRO SUL BAIANO;BA 2917409;GOVERNADOR VALADARES;MG;BA 2917409/GOVERNADOR VALADARES;645 km;645042;8 horas 57 minutos;32208;OK
11640;BA;LAGOA REAL;CENTRO SUL BAIANO;BA 2918753;GOVERNADOR VALADARES;MG;BA 2918753/GOVERNADOR VALADARES;739 km;738555;10 horas 8 minutos;36507;OK
