uf_destino;cidade;macro_regiao;dfiscal;origem;uf_origem;distancia_txt;dist_value;duracao_txt;duracao_value
RS;SENADOR SALGADO FILHO;NOROESTE RS;RS 4320321;GOVERNADOR VALADARES;MG;;;;
RS;UBIRETAMA;NOROESTE RS;RS 4322343;GOVERNADOR VALADARES;MG;;;;
RS;VITÓRIA DAS MISSÕES;NOROESTE RS;RS 4323754;GOVERNADOR VALADARES;MG;;;;
RS;AJURICABA;NOROESTE RS;RS 4300208;GOVERNADOR VALADARES;MG;;;;
RS;ALEGRIA;NOROESTE RS;RS 4300455;GOVERNADOR VALADARES;MG;;;;
RS;AUGUSTO PESTANA;NOROESTE RS;RS 4301503;GOVERNADOR VALADARES;MG;;;;
RS;BOZANO;NOROESTE RS;RS 4302584;GOVERNADOR VALADARES;MG;;;;
RS;CHIAPETTA;NOROESTE RS;RS 4305405;GOVERNADOR VALADARES;MG;;;;
RS;CONDOR;NOROESTE RS;RS 4305702;GOVERNADOR VALADARES;MG;;;;
RS;CORONEL BARROS;NOROESTE RS;RS 4305871;GOVERNADOR VALADARES;MG;;;;
RS;CORONEL BICACO;NOROESTE RS;RS 4305900;GOVERNADOR VALADARES;MG;;;;
RS;IJUÍ;NOROESTE RS;RS 4310207;GOVERNADOR VALADARES;MG;;;;
RS;INHACORÁ;NOROESTE RS;RS 4310413;GOVERNADOR VALADARES;MG;;;;
RS;NOVA RAMADA;NOROESTE RS;RS 4313334;GOVERNADOR VALADARES;MG;;;;
RS;PANAMBI;NOROESTE RS;RS 4313904;GOVERNADOR VALADARES;MG;;;;
RS;PEJUÇARA;NOROESTE RS;RS 4314308;GOVERNADOR VALADARES;MG;;;;
RS;SANTO AUGUSTO;NOROESTE RS;RS 4317806;GOVERNADOR VALADARES;MG;;;;
RS;SÃO VALÉRIO DO SUL;NOROESTE RS;RS 4319737;GOVERNADOR VALADARES;MG;;;;
RS;ALMIRANTE TAMANDARÉ DO SUL;NOROESTE RS;RS 4300471;GOVERNADOR VALADARES;MG;;;;
RS;BARRA FUNDA;NOROESTE RS;RS 4301958;GOVERNADOR VALADARES;MG;;;;
RS;BOA VISTA DAS MISSÕES;NOROESTE RS;RS 4302154;GOVERNADOR VALADARES;MG;;;;
RS;CARAZINHO;NOROESTE RS;RS 4304705;GOVERNADOR VALADARES;MG;;;;
RS;CERRO GRANDE;NOROESTE RS;RS 4305157;GOVERNADOR VALADARES;MG;;;;
RS;CHAPADA;NOROESTE RS;RS 4305306;GOVERNADOR VALADARES;MG;;;;
RS;COQUEIROS DO SUL;NOROESTE RS;RS 4305850;GOVERNADOR VALADARES;MG;;;;
RS;JABOTICABA;NOROESTE RS;RS 4310850;GOVERNADOR VALADARES;MG;;;;
RS;LAJEADO DO BUGRE;NOROESTE RS;RS 4311429;GOVERNADOR VALADARES;MG;;;;
RS;NOVA BOA VISTA;NOROESTE RS;RS 4312955;GOVERNADOR VALADARES;MG;;;;
RS;NOVO BARREIRO;NOROESTE RS;RS 4313490;GOVERNADOR VALADARES;MG;;;;
RS;PALMEIRA DAS MISSÕES;NOROESTE RS;RS 4313706;GOVERNADOR VALADARES;MG;;;;
RS;PINHAL;NOROESTE RS;RS 4314456;GOVERNADOR VALADARES;MG;;;;
RS;SAGRADA FAMÍLIA;NOROESTE RS;RS 4316428;GOVERNADOR VALADARES;MG;;;;
RS;SANTO ANTÔNIO DO PLANALTO;NOROESTE RS;RS 4317756;GOVERNADOR VALADARES;MG;;;;
RS;SÃO JOSÉ DAS MISSÕES;NOROESTE RS;RS 4318457;GOVERNADOR VALADARES;MG;;;;
RS;SÃO PEDRO DAS MISSÕES;NOROESTE RS;RS 4319364;GOVERNADOR VALADARES;MG;;;;
RS;SARANDI;NOROESTE RS;RS 4320107;GOVERNADOR VALADARES;MG;;;;
RS;ÁGUA SANTA;NOROESTE RS;RS 4300059;GOVERNADOR VALADARES;MG;;;;
RS;CAMARGO;NOROESTE RS;RS 4303558;GOVERNADOR VALADARES;MG;;;;
RS;CASCA;NOROESTE RS;RS 4304903;GOVERNADOR VALADARES;MG;;;;
RS;CASEIROS;NOROESTE RS;RS 4304952;GOVERNADOR VALADARES;MG;;;;
RS;CHARRUA;NOROESTE RS;RS 4305371;GOVERNADOR VALADARES;MG;;;;
RS;CIRÍACO;NOROESTE RS;RS 4305504;GOVERNADOR VALADARES;MG;;;;
RS;COXILHA;NOROESTE RS;RS 4305975;GOVERNADOR VALADARES;MG;;;;
RS;DAVID CANABARRO;NOROESTE RS;RS 4306304;GOVERNADOR VALADARES;MG;;;;
RS;ERNESTINA;NOROESTE RS;RS 4307054;GOVERNADOR VALADARES;MG;;;;
RS;GENTIL;NOROESTE RS;RS 4308854;GOVERNADOR VALADARES;MG;;;;
RS;IBIRAIARAS;NOROESTE RS;RS 4309902;GOVERNADOR VALADARES;MG;;;;
RS;MARAU;NOROESTE RS;RS 4311809;GOVERNADOR VALADARES;MG;;;;
RS;MATO CASTELHANO;NOROESTE RS;RS 4312138;GOVERNADOR VALADARES;MG;;;;
RS;MULITERNO;NOROESTE RS;RS 4312625;GOVERNADOR VALADARES;MG;;;;
RS;NICOLAU VERGUEIRO;NOROESTE RS;RS 4312674;GOVERNADOR VALADARES;MG;;;;
RS;PASSO FUNDO;NOROESTE RS;RS 4314100;GOVERNADOR VALADARES;MG;;;;
RS;PONTÃO;NOROESTE RS;RS 4314779;GOVERNADOR VALADARES;MG;;;;
RS;RONDA ALTA;NOROESTE RS;RS 4316105;GOVERNADOR VALADARES;MG;;;;
RS;SANTA CECÍLIA DO SUL;NOROESTE RS;RS 4316733;GOVERNADOR VALADARES;MG;;;;
RS;SANTO ANTÔNIO DO PALMA;NOROESTE RS;RS 4317558;GOVERNADOR VALADARES;MG;;;;
RS;SÃO DOMINGOS DO SUL;NOROESTE RS;RS 4318051;GOVERNADOR VALADARES;MG;;;;
RS;SERTÃO;NOROESTE RS;RS 4320503;GOVERNADOR VALADARES;MG;;;;
RS;TAPEJARA;NOROESTE RS;RS 4320909;GOVERNADOR VALADARES;MG;;;;
RS;VANINI;NOROESTE RS;RS 4322558;GOVERNADOR VALADARES;MG;;;;
RS;VILA LÂNGARO;NOROESTE RS;RS 4323358;GOVERNADOR VALADARES;MG;;;;
RS;VILA MARIA;NOROESTE RS;RS 4323408;GOVERNADOR VALADARES;MG;;;;
RS;ALTO ALEGRE;NOROESTE RS;RS 4300554;GOVERNADOR VALADARES;MG;;;;
RS;BOA VISTA DO CADEADO;NOROESTE RS;RS 4302220;GOVERNADOR VALADARES;MG;;;;
RS;BOA VISTA DO INCRA;NOROESTE RS;RS 4302238;GOVERNADOR VALADARES;MG;;;;
RS;CAMPOS BORGES;NOROESTE RS;RS 4304101;GOVERNADOR VALADARES;MG;;;;
RS;CRUZ ALTA;NOROESTE RS;RS 4306106;GOVERNADOR VALADARES;MG;;;;
RS;ESPUMOSO;NOROESTE RS;RS 4307500;GOVERNADOR VALADARES;MG;;;;
RS;FORTALEZA DOS VALOS;NOROESTE RS;RS 4308458;GOVERNADOR VALADARES;MG;;;;
RS;IBIRUBÁ;NOROESTE RS;RS 4310009;GOVERNADOR VALADARES;MG;;;;
RS;JACUIZINHO;NOROESTE RS;RS 4310876;GOVERNADOR VALADARES;MG;;;;
RS;JÓIA;NOROESTE RS;RS 4311155;GOVERNADOR VALADARES;MG;;;;
RS;QUINZE DE NOVEMBRO;NOROESTE RS;RS 4315354;GOVERNADOR VALADARES;MG;;;;
RS;SALDANHA MARINHO;NOROESTE RS;RS 4316436;GOVERNADOR VALADARES;MG;;;;
RS;SALTO DO JACUÍ;NOROESTE RS;RS 4316451;GOVERNADOR VALADARES;MG;;;;
RS;SANTA BÁRBARA DO SUL;NOROESTE RS;RS 4316709;GOVERNADOR VALADARES;MG;;;;
RS;COLORADO;NOROESTE RS;RS 4305603;GOVERNADOR VALADARES;MG;;;;
RS;LAGOA DOS TRÊS CANTOS;NOROESTE RS;RS 4311270;GOVERNADOR VALADARES;MG;;;;
RS;NÃO-ME-TOQUE;NOROESTE RS;RS 4312658;GOVERNADOR VALADARES;MG;;;;
RS;SELBACH;NOROESTE RS;RS 4320305;GOVERNADOR VALADARES;MG;;;;
RS;TAPERA;NOROESTE RS;RS 4321006;GOVERNADOR VALADARES;MG;;;;
RS;TIO HUGO;NOROESTE RS;RS 4321469;GOVERNADOR VALADARES;MG;;;;
RS;VICTOR GRAEFF;NOROESTE RS;RS 4323200;GOVERNADOR VALADARES;MG;;;;
RS;BARROS CASSAL;NOROESTE RS;RS 4302006;GOVERNADOR VALADARES;MG;;;;
RS;FONTOURA XAVIER;NOROESTE RS;RS 4308300;GOVERNADOR VALADARES;MG;;;;
RS;IBIRAPUITÃ;NOROESTE RS;RS 4309951;GOVERNADOR VALADARES;MG;;;;
RS;LAGOÃO;NOROESTE RS;RS 4311254;GOVERNADOR VALADARES;MG;;;;
RS;MORMAÇO;NOROESTE RS;RS 4312427;GOVERNADOR VALADARES;MG;;;;
RS;SÃO JOSÉ DO HERVAL;NOROESTE RS;RS 4318465;GOVERNADOR VALADARES;MG;;;;
RS;SOLEDADE;NOROESTE RS;RS 4320800;GOVERNADOR VALADARES;MG;;;;
RS;TUNAS;NOROESTE RS;RS 4322152;GOVERNADOR VALADARES;MG;;;;
RS;ANDRÉ DA ROCHA;NORDESTE RS;RS 4300661;GOVERNADOR VALADARES;MG;;;;
RS;ANTA GORDA;NORDESTE RS;RS 4300703;GOVERNADOR VALADARES;MG;;;;
RS;ARVOREZINHA;NORDESTE RS;RS 4301404;GOVERNADOR VALADARES;MG;;;;
RS;DOIS LAJEADOS;NORDESTE RS;RS 4306452;GOVERNADOR VALADARES;MG;;;;
RS;GUABIJU;NORDESTE RS;RS 4309258;GOVERNADOR VALADARES;MG;;;;
RS;GUAPORÉ;NORDESTE RS;RS 4309407;GOVERNADOR VALADARES;MG;;;;
RS;ILÓPOLIS;NORDESTE RS;RS 4310306;GOVERNADOR VALADARES;MG;;;;
RS;ITAPUCA;NORDESTE RS;RS 4310579;GOVERNADOR VALADARES;MG;;;;
RS;MONTAURI;NORDESTE RS;RS 4312351;GOVERNADOR VALADARES;MG;;;;
RS;NOVA ALVORADA;NORDESTE RS;RS 4312757;GOVERNADOR VALADARES;MG;;;;
RS;NOVA ARAÇÁ;NORDESTE RS;RS 4312807;GOVERNADOR VALADARES;MG;;;;
RS;NOVA BASSANO;NORDESTE RS;RS 4312906;GOVERNADOR VALADARES;MG;;;;
RS;NOVA PRATA;NORDESTE RS;RS 4313300;GOVERNADOR VALADARES;MG;;;;
RS;PARAÍ;NORDESTE RS;RS 4314001;GOVERNADOR VALADARES;MG;;;;
RS;PROTÁSIO ALVES;NORDESTE RS;RS 4315172;GOVERNADOR VALADARES;MG;;;;
RS;PUTINGA;NORDESTE RS;RS 4315206;GOVERNADOR VALADARES;MG;;;;
RS;SÃO JORGE;NORDESTE RS;RS 4318440;GOVERNADOR VALADARES;MG;;;;
RS;SÃO VALENTIM DO SUL;NORDESTE RS;RS 4319711;GOVERNADOR VALADARES;MG;;;;
RS;SERAFINA CORRÊA;NORDESTE RS;RS 4320404;GOVERNADOR VALADARES;MG;;;;
RS;UNIÃO DA SERRA;NORDESTE RS;RS 4322350;GOVERNADOR VALADARES;MG;;;;
RS;VISTA ALEGRE DO PRATA;NORDESTE RS;RS 4323606;GOVERNADOR VALADARES;MG;;;;
RS;BOM JESUS;NORDESTE RS;RS 4302303;GOVERNADOR VALADARES;MG;;;;
RS;CAMBARÁ DO SUL;NORDESTE RS;RS 4303608;GOVERNADOR VALADARES;MG;;;;
RS;CAMPESTRE DA SERRA;NORDESTE RS;RS 4303673;GOVERNADOR VALADARES;MG;;;;
RS;CAPÃO BONITO DO SUL;NORDESTE RS;RS 4304622;GOVERNADOR VALADARES;MG;;;;
RS;ESMERALDA;NORDESTE RS;RS 4307401;GOVERNADOR VALADARES;MG;;;;
RS;IPÊ;NORDESTE RS;RS 4310439;GOVERNADOR VALADARES;MG;;;;
RS;JAQUIRANA;NORDESTE RS;RS 4311122;GOVERNADOR VALADARES;MG;;;;
RS;LAGOA VERMELHA;NORDESTE RS;RS 4311304;GOVERNADOR VALADARES;MG;;;;
RS;MONTE ALEGRE DOS CAMPOS;NORDESTE RS;RS 4312377;GOVERNADOR VALADARES;MG;;;;
RS;MUITOS CAPÕES;NORDESTE RS;RS 4312617;GOVERNADOR VALADARES;MG;;;;
RS;PINHAL DA SERRA;NORDESTE RS;RS 4314464;GOVERNADOR VALADARES;MG;;;;
RS;SÃO FRANCISCO DE PAULA;NORDESTE RS;RS 4318200;GOVERNADOR VALADARES;MG;;;;
RS;SÃO JOSÉ DOS AUSENTES;NORDESTE RS;RS 4318622;GOVERNADOR VALADARES;MG;;;;
RS;VACARIA;NORDESTE RS;RS 4322509;GOVERNADOR VALADARES;MG;;;;
RS;ANTÔNIO PRADO;NORDESTE RS;RS 4300802;GOVERNADOR VALADARES;MG;;;;
RS;BENTO GONÇALVES;NORDESTE RS;RS 4302105;GOVERNADOR VALADARES;MG;;;;
RS;BOA VISTA DO SUL;NORDESTE RS;RS 4302253;GOVERNADOR VALADARES;MG;;;;
RS;CARLOS BARBOSA;NORDESTE RS;RS 4304804;GOVERNADOR VALADARES;MG;;;;
RS;CAXIAS DO SUL;NORDESTE RS;RS 4305108;GOVERNADOR VALADARES;MG;;;;
RS;CORONEL PILAR;NORDESTE RS;RS 4305934;GOVERNADOR VALADARES;MG;;;;
RS;COTIPORÃ;NORDESTE RS;RS 4305959;GOVERNADOR VALADARES;MG;;;;
RS;FAGUNDES VARELA;NORDESTE RS;RS 4307864;GOVERNADOR VALADARES;MG;;;;
RS;FARROUPILHA;NORDESTE RS;RS 4307906;GOVERNADOR VALADARES;MG;;;;
RS;FLORES DA CUNHA;NORDESTE RS;RS 4308201;GOVERNADOR VALADARES;MG;;;;
RS;GARIBALDI;NORDESTE RS;RS 4308607;GOVERNADOR VALADARES;MG;;;;
RS;MONTE BELO DO SUL;NORDESTE RS;RS 4312385;GOVERNADOR VALADARES;MG;;;;
RS;NOVA PÁDUA;NORDESTE RS;RS 4313086;GOVERNADOR VALADARES;MG;;;;
RS;NOVA ROMA DO SUL;NORDESTE RS;RS 4313359;GOVERNADOR VALADARES;MG;;;;
RS;PINTO BANDEIRA;NORDESTE RS;#N/D;GOVERNADOR VALADARES;MG;;;;
RS;SANTA TEREZA;NORDESTE RS;RS 4317251;GOVERNADOR VALADARES;MG;;;;
RS;SÃO MARCOS;NORDESTE RS;RS 4319000;GOVERNADOR VALADARES;MG;;;;
RS;VERANÓPOLIS;NORDESTE RS;RS 4322806;GOVERNADOR VALADARES;MG;;;;
RS;VILA FLORES;NORDESTE RS;RS 4323309;GOVERNADOR VALADARES;MG;;;;
RS;CAPÃO DO CIPÓ;CENTRO OCIDENTAL RS;RS 4304655;GOVERNADOR VALADARES;MG;;;;
RS;ITACURUBI;CENTRO OCIDENTAL RS;RS 4310553;GOVERNADOR VALADARES;MG;;;;
RS;JARI;CENTRO OCIDENTAL RS;RS 4311130;GOVERNADOR VALADARES;MG;;;;
RS;JÚLIO DE CASTILHOS;CENTRO OCIDENTAL RS;RS 4311205;GOVERNADOR VALADARES;MG;;;;
RS;PINHAL GRANDE;CENTRO OCIDENTAL RS;RS 4314472;GOVERNADOR VALADARES;MG;;;;
RS;QUEVEDOS;CENTRO OCIDENTAL RS;RS 4315321;GOVERNADOR VALADARES;MG;;;;
RS;SANTIAGO;CENTRO OCIDENTAL RS;RS 4317400;GOVERNADOR VALADARES;MG;;;;
RS;TUPANCIRETÃ;CENTRO OCIDENTAL RS;RS 4322202;GOVERNADOR VALADARES;MG;;;;
RS;UNISTALDA;CENTRO OCIDENTAL RS;RS 4322376;GOVERNADOR VALADARES;MG;;;;
RS;CACEQUI;CENTRO OCIDENTAL RS;RS 4302907;GOVERNADOR VALADARES;MG;;;;
RS;DILERMANDO DE AGUIAR;CENTRO OCIDENTAL RS;RS 4306379;GOVERNADOR VALADARES;MG;;;;
RS;ITAARA;CENTRO OCIDENTAL RS;RS 4310538;GOVERNADOR VALADARES;MG;;;;
RS;JAGUARI;CENTRO OCIDENTAL RS;RS 4311106;GOVERNADOR VALADARES;MG;;;;
RS;MATA;CENTRO OCIDENTAL RS;RS 4312104;GOVERNADOR VALADARES;MG;;;;
RS;NOVA ESPERANÇA DO SUL;CENTRO OCIDENTAL RS;RS 4313037;GOVERNADOR VALADARES;MG;;;;
RS;SANTA MARIA;CENTRO OCIDENTAL RS;RS 4316907;GOVERNADOR VALADARES;MG;;;;
RS;SÃO MARTINHO DA SERRA;CENTRO OCIDENTAL RS;RS 4319125;GOVERNADOR VALADARES;MG;;;;
RS;SÃO PEDRO DO SUL;CENTRO OCIDENTAL RS;RS 4319406;GOVERNADOR VALADARES;MG;;;;
RS;SÃO SEPÉ;CENTRO OCIDENTAL RS;RS 4319604;GOVERNADOR VALADARES;MG;;;;
RS;SÃO VICENTE DO SUL;CENTRO OCIDENTAL RS;RS 4319802;GOVERNADOR VALADARES;MG;;;;
RS;TOROPI;CENTRO OCIDENTAL RS;RS 4321493;GOVERNADOR VALADARES;MG;;;;
RS;VILA NOVA DO SUL;CENTRO OCIDENTAL RS;RS 4323457;GOVERNADOR VALADARES;MG;;;;
RS;AGUDO;CENTRO OCIDENTAL RS;RS 4300109;GOVERNADOR VALADARES;MG;;;;
RS;DONA FRANCISCA;CENTRO OCIDENTAL RS;RS 4306700;GOVERNADOR VALADARES;MG;;;;
RS;FAXINAL DO SOTURNO;CENTRO OCIDENTAL RS;RS 4308003;GOVERNADOR VALADARES;MG;;;;
RS;FORMIGUEIRO;CENTRO OCIDENTAL RS;RS 4308409;GOVERNADOR VALADARES;MG;;;;
RS;IVORÁ;CENTRO OCIDENTAL RS;RS 4310751;GOVERNADOR VALADARES;MG;;;;
RS;NOVA PALMA;CENTRO OCIDENTAL RS;RS 4313102;GOVERNADOR VALADARES;MG;;;;
RS;RESTINGA SECA;CENTRO OCIDENTAL RS;RS 4315503;GOVERNADOR VALADARES;MG;;;;
RS;SÃO JOÃO DO POLÊSINE;CENTRO OCIDENTAL RS;RS 4318432;GOVERNADOR VALADARES;MG;;;;
RS;SILVEIRA MARTINS;CENTRO OCIDENTAL RS;RS 4320651;GOVERNADOR VALADARES;MG;;;;
RS;ARROIO DO TIGRE;CENTRO ORIENTAL RS;RS 4301206;GOVERNADOR VALADARES;MG;;;;
RS;CANDELÁRIA;CENTRO ORIENTAL RS;RS 4304200;GOVERNADOR VALADARES;MG;;;;
RS;ESTRELA VELHA;CENTRO ORIENTAL RS;RS 4307815;GOVERNADOR VALADARES;MG;;;;
RS;GRAMADO XAVIER;CENTRO ORIENTAL RS;RS 4309159;GOVERNADOR VALADARES;MG;;;;
RS;HERVEIRAS;CENTRO ORIENTAL RS;RS 4309571;GOVERNADOR VALADARES;MG;;;;
RS;IBARAMA;CENTRO ORIENTAL RS;RS 4309753;GOVERNADOR VALADARES;MG;;;;
RS;LAGOA BONITA DO SUL;CENTRO ORIENTAL RS;RS 4311239;GOVERNADOR VALADARES;MG;;;;
RS;MATO LEITÃO;CENTRO ORIENTAL RS;RS 4312153;GOVERNADOR VALADARES;MG;;;;
RS;PASSA SETE;CENTRO ORIENTAL RS;RS 4314068;GOVERNADOR VALADARES;MG;;;;
RS;SANTA CRUZ DO SUL;CENTRO ORIENTAL RS;RS 4316808;GOVERNADOR VALADARES;MG;;;;
RS;SEGREDO;CENTRO ORIENTAL RS;RS 4320263;GOVERNADOR VALADARES;MG;;;;
RS;SINIMBU;CENTRO ORIENTAL RS;RS 4320677;GOVERNADOR VALADARES;MG;;;;
RS;SOBRADINHO;CENTRO ORIENTAL RS;RS 4320701;GOVERNADOR VALADARES;MG;;;;
RS;VALE DO SOL;CENTRO ORIENTAL RS;RS 4322533;GOVERNADOR VALADARES;MG;;;;
RS;VENÂNCIO AIRES;CENTRO ORIENTAL RS;RS 4322608;GOVERNADOR VALADARES;MG;;;;
RS;VERA CRUZ;CENTRO ORIENTAL RS;RS 4322707;GOVERNADOR VALADARES;MG;;;;
RS;ARROIO DO MEIO;CENTRO ORIENTAL RS;RS 4301008;GOVERNADOR VALADARES;MG;;;;
RS;BOM RETIRO DO SUL;CENTRO ORIENTAL RS;RS 4302402;GOVERNADOR VALADARES;MG;;;;
RS;BOQUEIRÃO DO LEÃO;CENTRO ORIENTAL RS;RS 4302451;GOVERNADOR VALADARES;MG;;;;
RS;CANUDOS DO VALE;CENTRO ORIENTAL RS;RS 4304614;GOVERNADOR VALADARES;MG;;;;
RS;CAPITÃO;CENTRO ORIENTAL RS;RS 4304697;GOVERNADOR VALADARES;MG;;;;
RS;COLINAS;CENTRO ORIENTAL RS;RS 4305587;GOVERNADOR VALADARES;MG;;;;
RS;COQUEIRO BAIXO;CENTRO ORIENTAL RS;RS 4305835;GOVERNADOR VALADARES;MG;;;;
RS;CRUZEIRO DO SUL;CENTRO ORIENTAL RS;RS 4306205;GOVERNADOR VALADARES;MG;;;;
RS;DOUTOR RICARDO;CENTRO ORIENTAL RS;RS 4306759;GOVERNADOR VALADARES;MG;;;;
RS;ENCANTADO;CENTRO ORIENTAL RS;RS 4306809;GOVERNADOR VALADARES;MG;;;;
RS;ESTRELA;CENTRO ORIENTAL RS;RS 4307807;GOVERNADOR VALADARES;MG;;;;
RS;FAZENDA VILANOVA;CENTRO ORIENTAL RS;RS 4308078;GOVERNADOR VALADARES;MG;;;;
RS;FORQUETINHA;CENTRO ORIENTAL RS;RS 4308433;GOVERNADOR VALADARES;MG;;;;
RS;IMIGRANTE;CENTRO ORIENTAL RS;RS 4310363;GOVERNADOR VALADARES;MG;;;;
RS;LAJEADO;CENTRO ORIENTAL RS;RS 4311403;GOVERNADOR VALADARES;MG;;;;
RS;MARQUES DE SOUZA;CENTRO ORIENTAL RS;RS 4312054;GOVERNADOR VALADARES;MG;;;;
RS;MUÇUM;CENTRO ORIENTAL RS;RS 4312609;GOVERNADOR VALADARES;MG;;;;
RS;NOVA BRÉSCIA;CENTRO ORIENTAL RS;RS 4313003;GOVERNADOR VALADARES;MG;;;;
RS;PAVERAMA;CENTRO ORIENTAL RS;RS 4314159;GOVERNADOR VALADARES;MG;;;;
RS;POUSO NOVO;CENTRO ORIENTAL RS;RS 4315131;GOVERNADOR VALADARES;MG;;;;
RS;PROGRESSO;CENTRO ORIENTAL RS;RS 4315156;GOVERNADOR VALADARES;MG;;;;
RS;RELVADO;CENTRO ORIENTAL RS;RS 4315453;GOVERNADOR VALADARES;MG;;;;
RS;ROCA SALES;CENTRO ORIENTAL RS;RS 4315800;GOVERNADOR VALADARES;MG;;;;
RS;SANTA CLARA DO SUL;CENTRO ORIENTAL RS;RS 4316758;GOVERNADOR VALADARES;MG;;;;
RS;SÉRIO;CENTRO ORIENTAL RS;RS 4320453;GOVERNADOR VALADARES;MG;;;;
RS;TABAÍ;CENTRO ORIENTAL RS;RS 4320859;GOVERNADOR VALADARES;MG;;;;
RS;TAQUARI;CENTRO ORIENTAL RS;RS 4321303;GOVERNADOR VALADARES;MG;;;;
RS;TEUTÔNIA;CENTRO ORIENTAL RS;RS 4321451;GOVERNADOR VALADARES;MG;;;;
RS;TRAVESSEIRO;CENTRO ORIENTAL RS;RS 4321626;GOVERNADOR VALADARES;MG;;;;
RS;VESPASIANO CORREA;CENTRO ORIENTAL RS;RS 4322855;GOVERNADOR VALADARES;MG;;;;
RS;WESTFALIA;CENTRO ORIENTAL RS;RS 4323770;GOVERNADOR VALADARES;MG;;;;
RS;CACHOEIRA DO SUL;CENTRO ORIENTAL RS;RS 4303004;GOVERNADOR VALADARES;MG;;;;
RS;CERRO BRANCO;CENTRO ORIENTAL RS;RS 4305132;GOVERNADOR VALADARES;MG;;;;
RS;NOVO CABRAIS;CENTRO ORIENTAL RS;RS 4313391;GOVERNADOR VALADARES;MG;;;;
RS;PANTANO GRANDE;CENTRO ORIENTAL RS;RS 4313953;GOVERNADOR VALADARES;MG;;;;
RS;PARAÍSO DO SUL;CENTRO ORIENTAL RS;RS 4314027;GOVERNADOR VALADARES;MG;;;;
RS;PASSO DO SOBRADO;CENTRO ORIENTAL RS;RS 4314076;GOVERNADOR VALADARES;MG;;;;
RS;RIO PARDO;CENTRO ORIENTAL RS;RS 4315701;GOVERNADOR VALADARES;MG;;;;
RS;ALTO FELIZ;METROP  PORTO ALEGRE;RS 4300570;GOVERNADOR VALADARES;MG;;;;
RS;BARÃO;METROP  PORTO ALEGRE;RS 4301651;GOVERNADOR VALADARES;MG;;;;
RS;BOM PRINCÍPIO;METROP  PORTO ALEGRE;RS 4302352;GOVERNADOR VALADARES;MG;;;;
RS;BROCHIER;METROP  PORTO ALEGRE;RS 4302659;GOVERNADOR VALADARES;MG;;;;
RS;CAPELA DE SANTANA;METROP  PORTO ALEGRE;RS 4304689;GOVERNADOR VALADARES;MG;;;;
RS;FELIZ;METROP  PORTO ALEGRE;RS 4308102;GOVERNADOR VALADARES;MG;;;;
RS;HARMONIA;METROP  PORTO ALEGRE;RS 4309555;GOVERNADOR VALADARES;MG;;;;
RS;LINHA NOVA;METROP  PORTO ALEGRE;RS 4311643;GOVERNADOR VALADARES;MG;;;;
RS;MARATÁ;METROP  PORTO ALEGRE;RS 4311791;GOVERNADOR VALADARES;MG;;;;
RS;MONTENEGRO;METROP  PORTO ALEGRE;RS 4312401;GOVERNADOR VALADARES;MG;;;;
RS;PARECI NOVO;METROP  PORTO ALEGRE;RS 4314035;GOVERNADOR VALADARES;MG;;;;
RS;POÇO DAS ANTAS;METROP  PORTO ALEGRE;RS 4314753;GOVERNADOR VALADARES;MG;;;;
RS;PORTÃO;METROP  PORTO ALEGRE;RS 4314803;GOVERNADOR VALADARES;MG;;;;
RS;SALVADOR DO SUL;METROP  PORTO ALEGRE;RS 4316501;GOVERNADOR VALADARES;MG;;;;
RS;SÃO JOSÉ DO HORTÊNCIO;METROP  PORTO ALEGRE;RS 4318481;GOVERNADOR VALADARES;MG;;;;
RS;SÃO JOSÉ DO SUL;METROP  PORTO ALEGRE;RS 4318614;GOVERNADOR VALADARES;MG;;;;
RS;SÃO PEDRO DA SERRA;METROP  PORTO ALEGRE;RS 4319356;GOVERNADOR VALADARES;MG;;;;
RS;SÃO SEBASTIÃO DO CAÍ;METROP  PORTO ALEGRE;RS 4319505;GOVERNADOR VALADARES;MG;;;;
RS;SÃO VENDELINO;METROP  PORTO ALEGRE;RS 4319752;GOVERNADOR VALADARES;MG;;;;
RS;TUPANDI;METROP  PORTO ALEGRE;RS 4322251;GOVERNADOR VALADARES;MG;;;;
RS;VALE REAL;METROP  PORTO ALEGRE;RS 4322541;GOVERNADOR VALADARES;MG;;;;
RS;CANELA;METROP  PORTO ALEGRE;RS 4304408;GOVERNADOR VALADARES;MG;;;;
RS;DOIS IRMÃOS;METROP  PORTO ALEGRE;RS 4306403;GOVERNADOR VALADARES;MG;;;;
RS;GRAMADO;METROP  PORTO ALEGRE;RS 4309100;GOVERNADOR VALADARES;MG;;;;
RS;IGREJINHA;METROP  PORTO ALEGRE;RS 4310108;GOVERNADOR VALADARES;MG;;;;
RS;IVOTI;METROP  PORTO ALEGRE;RS 4310801;GOVERNADOR VALADARES;MG;;;;
RS;LINDOLFO COLLOR;METROP  PORTO ALEGRE;RS 4311627;GOVERNADOR VALADARES;MG;;;;
RS;MORRO REUTER;METROP  PORTO ALEGRE;RS 4312476;GOVERNADOR VALADARES;MG;;;;
RS;NOVA PETRÓPOLIS;METROP  PORTO ALEGRE;RS 4313201;GOVERNADOR VALADARES;MG;;;;
RS;PICADA CAFÉ;METROP  PORTO ALEGRE;RS 4314423;GOVERNADOR VALADARES;MG;;;;
