uf_destino;cidade;macro_regiao;dfiscal;origem;uf_origem;distancia_txt;dist_value;duracao_txt;duracao_value
SP;SERRA AZUL;RIBEIRÃO PRETO;SP 3551405;ITAPETININGA;SP;;;;
SP;SERRA NEGRA;CAMPINAS;SP 3551603;ITAPETININGA;SP;;;;
SP;SERRANA;RIBEIRÃO PRETO;SP 3551504;ITAPETININGA;SP;;;;
SP;SERTÃOZINHO;RIBEIRÃO PRETO;SP 3551702;ITAPETININGA;SP;;;;
SP;SETE BARRAS;LITORAL SUL PAULISTA;SP 3551801;ITAPETININGA;SP;;;;
SP;SEVERÍNIA;SÃO J. DO RIO PRETO;SP 3551900;ITAPETININGA;SP;;;;
SP;SILVEIRAS;VALE DO PARAÍBA;SP 3552007;ITAPETININGA;SP;;;;
SP;SOCORRO;CAMPINAS;SP 3552106;ITAPETININGA;SP;;;;
SP;SOROCABA;MACRO MET. PAULISTA;SP 3552205;ITAPETININGA;SP;;;;
SP;SUD MENNUCCI;ARAÇATUBA;SP 3552304;ITAPETININGA;SP;;;;
SP;SUMARÉ;CAMPINAS;SP 3552403;ITAPETININGA;SP;;;;
SP;SUZANÁPOLIS;ARAÇATUBA;SP 3552551;ITAPETININGA;SP;;;;
SP;SUZANO;METROP. DE SÃO PAULO;SP 3552502;ITAPETININGA;SP;;;;
SP;TABAPUÃ;SÃO J. DO RIO PRETO;SP 3552601;ITAPETININGA;SP;;;;
SP;TABATINGA;ARARAQUARA;SP 3552700;ITAPETININGA;SP;;;;
SP;TABOÃO DA SERRA;METROP. DE SÃO PAULO;SP 3552809;ITAPETININGA;SP;;;;
SP;TACIBA;PRESIDENTE PRUDENTE;SP 3552908;ITAPETININGA;SP;;;;
SP;TAGUAÍ;ASSIS;SP 3553005;ITAPETININGA;SP;;;;
SP;TAIAÇU;RIBEIRÃO PRETO;SP 3553104;ITAPETININGA;SP;;;;
SP;TAIÚVA;RIBEIRÃO PRETO;SP 3553203;ITAPETININGA;SP;;;;
SP;TAMBAÚ;CAMPINAS;SP 3553302;ITAPETININGA;SP;;;;
SP;TANABI;SÃO J. DO RIO PRETO;SP 3553401;ITAPETININGA;SP;;;;
SP;TAPIRAÍ;MACRO MET. PAULISTA;SP 3553500;ITAPETININGA;SP;;;;
SP;TAPIRATIBA;CAMPINAS;SP 3553609;ITAPETININGA;SP;;;;
SP;TAQUARAL;RIBEIRÃO PRETO;SP 3553658;ITAPETININGA;SP;;;;
SP;TAQUARITINGA;RIBEIRÃO PRETO;SP 3553708;ITAPETININGA;SP;;;;
SP;TAQUARITUBA;ITAPETININGA;SP 3553807;ITAPETININGA;SP;;;;
SP;TAQUARIVAÍ;ITAPETININGA;SP 3553856;ITAPETININGA;SP;;;;
SP;TARABAI;PRESIDENTE PRUDENTE;SP 3553906;ITAPETININGA;SP;;;;
SP;TARUMÃ;ASSIS;SP 3553955;ITAPETININGA;SP;;;;
SP;TATUÍ;ITAPETININGA;SP 3554003;ITAPETININGA;SP;;;;
SP;TAUBATÉ;VALE DO PARAÍBA;SP 3554102;ITAPETININGA;SP;;;;
SP;TEJUPÁ;ASSIS;SP 3554201;ITAPETININGA;SP;;;;
SP;TEODORO SAMPAIO;PRESIDENTE PRUDENTE;SP 3554300;ITAPETININGA;SP;;;;
SP;TERRA ROXA;RIBEIRÃO PRETO;SP 3554409;ITAPETININGA;SP;;;;
SP;TIETÊ;PIRACICABA;SP 3554508;ITAPETININGA;SP;;;;
SP;TIMBURI;ASSIS;SP 3554607;ITAPETININGA;SP;;;;
SP;TORRE DE PEDRA;ITAPETININGA;SP 3554656;ITAPETININGA;SP;;;;
SP;TORRINHA;PIRACICABA;SP 3554706;ITAPETININGA;SP;;;;
SP;TRABIJU;ARARAQUARA;SP 3554755;ITAPETININGA;SP;;;;
SP;TREMEMBÉ;VALE DO PARAÍBA;SP 3554805;ITAPETININGA;SP;;;;
SP;TRÊS FRONTEIRAS;SÃO J. DO RIO PRETO;SP 3554904;ITAPETININGA;SP;;;;
SP;TUIUTI;MACRO MET. PAULISTA;SP 3554953;ITAPETININGA;SP;;;;
SP;TUPÃ;MARÍLIA;SP 3555000;ITAPETININGA;SP;;;;
SP;TUPI PAULISTA;PRESIDENTE PRUDENTE;SP 3555109;ITAPETININGA;SP;;;;
SP;TURIÚBA;ARAÇATUBA;SP 3555208;ITAPETININGA;SP;;;;
SP;TURMALINA;SÃO J. DO RIO PRETO;SP 3555307;ITAPETININGA;SP;;;;
SP;UBARANA;SÃO J. DO RIO PRETO;SP 3555356;ITAPETININGA;SP;;;;
SP;UBATUBA;VALE DO PARAÍBA;SP 3555406;ITAPETININGA;SP;;;;
SP;UBIRAJARA;BAURU;SP 3555505;ITAPETININGA;SP;;;;
SP;UCHOA;SÃO J. DO RIO PRETO;SP 3555604;ITAPETININGA;SP;;;;
SP;UNIÃO PAULISTA;SÃO J. DO RIO PRETO;SP 3555703;ITAPETININGA;SP;;;;
SP;URÂNIA;SÃO J. DO RIO PRETO;SP 3555802;ITAPETININGA;SP;;;;
SP;URU;BAURU;SP 3555901;ITAPETININGA;SP;;;;
SP;URUPÊS;SÃO J. DO RIO PRETO;SP 3556008;ITAPETININGA;SP;;;;
SP;VALENTIM GENTIL;SÃO J. DO RIO PRETO;SP 3556107;ITAPETININGA;SP;;;;
SP;VALINHOS;CAMPINAS;SP 3556206;ITAPETININGA;SP;;;;
SP;VALPARAÍSO;ARAÇATUBA;SP 3556305;ITAPETININGA;SP;;;;
SP;VARGEM;MACRO MET. PAULISTA;SP 3556354;ITAPETININGA;SP;;;;
SP;VARGEM GRANDE DO SUL;CAMPINAS;SP 3556404;ITAPETININGA;SP;;;;
SP;VARGEM GRANDE PAULISTA;METROP. DE SÃO PAULO;SP 3556453;ITAPETININGA;SP;;;;
SP;VÁRZEA PAULISTA;MACRO MET. PAULISTA;SP 3556503;ITAPETININGA;SP;;;;
SP;VERA CRUZ;MARÍLIA;SP 3556602;ITAPETININGA;SP;;;;
SP;VINHEDO;CAMPINAS;SP 3556701;ITAPETININGA;SP;;;;
SP;VIRADOURO;RIBEIRÃO PRETO;SP 3556800;ITAPETININGA;SP;;;;
SP;VISTA ALEGRE DO ALTO;RIBEIRÃO PRETO;SP 3556909;ITAPETININGA;SP;;;;
SP;VITÓRIA BRASIL;SÃO J. DO RIO PRETO;SP 3556958;ITAPETININGA;SP;;;;
SP;VOTORANTIM;MACRO MET. PAULISTA;SP 3557006;ITAPETININGA;SP;;;;
SP;VOTUPORANGA;SÃO J. DO RIO PRETO;SP 3557105;ITAPETININGA;SP;;;;
SP;ZACARIAS;SÃO J. DO RIO PRETO;SP 3557154;ITAPETININGA;SP;;;;
